"Fecha";"Mercado";"Producto";"Precio"
"08-04-16";"Rosario";"Maiz";"U$S 156.77"
"11-04-16";"Rosario";"Maiz";"U$S 161.85"
"12-04-16";"Rosario";"Maiz";"U$S 166.72"
"13-04-16";"Rosario";"Maiz";"U$S 174.37"
"14-04-16";"Rosario";"Maiz";"U$S 175.16"
"15-04-16";"Rosario";"Maiz";"U$S 180.07"
"18-04-16";"Rosario";"Maiz";"U$S 177.86"
"19-04-16";"Rosario";"Maiz";"U$S 179.7"
"20-04-16";"Rosario";"Maiz";"U$S 180.61"
"21-04-16";"Rosario";"Maiz";"U$S 187.81"
"22-04-16";"Rosario";"Maiz";"U$S 185.31"
"25-04-16";"Rosario";"Maiz";"U$S 184.93"
"26-04-16";"Rosario";"Maiz";"U$S 187.98"
"27-04-16";"Rosario";"Maiz";"U$S 190.27"
"28-04-16";"Rosario";"Maiz";"U$S 195.8"
"29-04-16";"Rosario";"Maiz";"U$S 196.49"
"02-05-16";"Rosario";"Maiz";"U$S 197.32"
"03-05-16";"Rosario";"Maiz";"U$S 197.18"
"04-05-16";"Rosario";"Maiz";"U$S 196.63"
"05-05-16";"Rosario";"Maiz";"U$S 196.63"
"06-05-16";"Rosario";"Maiz";"U$S 197.04"
"09-05-16";"Rosario";"Maiz";"U$S 196.7"
"10-05-16";"Rosario";"Maiz";"U$S 186.17"
"11-05-16";"Rosario";"Maiz";"U$S 186.49"
"12-05-16";"Rosario";"Maiz";"U$S 183.49"
"13-05-16";"Rosario";"Maiz";"U$S 176.68"
"16-05-16";"Rosario";"Maiz";"U$S 181.09"
"17-05-16";"Rosario";"Maiz";"U$S 176.8"
"18-05-16";"Rosario";"Maiz";"U$S 189.6"
"19-05-16";"Rosario";"Maiz";"U$S 187.94"
"20-05-16";"Rosario";"Maiz";"U$S 195.94"
"23-05-16";"Rosario";"Maiz";"U$S 199.5"
"24-05-16";"Rosario";"Maiz";"U$S 202.85"
"26-05-16";"Rosario";"Maiz";"U$S 203.64"
"27-05-16";"Rosario";"Maiz";"U$S 208.33"
"30-05-16";"Rosario";"Maiz";"U$S 208.33"
"31-05-16";"Rosario";"Maiz";"U$S 207.28"
"01-06-16";"Rosario";"Maiz";"U$S 207.89"
"02-06-16";"Rosario";"Maiz";"U$S 215.83"
"03-06-16";"Rosario";"Maiz";"U$S 216.59"
"06-06-16";"Rosario";"Maiz";"U$S 217.86"
"07-06-16";"Rosario";"Maiz";"U$S 216.76"
"08-06-16";"Rosario";"Maiz";"U$S 215.83"
"09-06-16";"Rosario";"Maiz";"U$S 213.46"
"10-06-16";"Rosario";"Maiz";"U$S 213.77"
"13-06-16";"Rosario";"Maiz";"U$S 217.39"
"14-06-16";"Rosario";"Maiz";"U$S 218.18"
"15-06-16";"Rosario";"Maiz";"U$S 200.07"
"16-06-16";"Rosario";"Maiz";"U$S 186.78"
"21-06-16";"Rosario";"Maiz";"U$S 173.59"
"22-06-16";"Rosario";"Maiz";"U$S 177.68"
"23-06-16";"Rosario";"Maiz";"U$S 173.01"
"24-06-16";"Rosario";"Maiz";"U$S 174.15"
"27-06-16";"Rosario";"Maiz";"U$S 187.58"
"28-06-16";"Rosario";"Maiz";"U$S 196.08"
"29-06-16";"Rosario";"Maiz";"U$S 200.27"
"30-06-16";"Rosario";"Maiz";"U$S 199.47"
"01-07-16";"Rosario";"Maiz";"U$S 199.33"
"04-07-16";"Rosario";"Maiz";"U$S 199.2"
"05-07-16";"Rosario";"Maiz";"U$S 195.95"
"06-07-16";"Rosario";"Maiz";"U$S 183.74"
"07-07-16";"Rosario";"Maiz";"U$S 169.78"
"11-07-16";"Rosario";"Maiz";"U$S 169.4"
"12-07-16";"Rosario";"Maiz";"U$S 174.45"
"13-07-16";"Rosario";"Maiz";"U$S 178.45"
"14-07-16";"Rosario";"Maiz";"U$S 176.39"
"15-07-16";"Rosario";"Maiz";"U$S 180.6"
"18-07-16";"Rosario";"Maiz";"U$S 178.22"
"19-07-16";"Rosario";"Maiz";"U$S 173.33"
"21-07-16";"Rosario";"Maiz";"U$S 172.53"
"22-07-16";"Rosario";"Maiz";"U$S 179.75"
"25-07-16";"Rosario";"Maiz";"U$S 179.26"
"26-07-16";"Rosario";"Maiz";"U$S 181.94"
"27-07-16";"Rosario";"Maiz";"U$S 183.33"
"28-07-16";"Rosario";"Maiz";"U$S 182.85"
"29-07-16";"Rosario";"Maiz";"U$S 175.88"
"01-08-16";"Rosario";"Maiz";"U$S 181.51"
"02-08-16";"Rosario";"Maiz";"U$S 174.41"
"03-08-16";"Rosario";"Maiz";"U$S 168.12"
"04-08-16";"Rosario";"Maiz";"U$S 164.98"
"05-08-16";"Rosario";"Maiz";"U$S 164.98"
"08-08-16";"Rosario";"Maiz";"U$S 163.64"
"09-08-16";"Rosario";"Maiz";"U$S 164.18"
"10-08-16";"Rosario";"Maiz";"U$S 163.6"
"11-08-16";"Rosario";"Maiz";"U$S 163.03"
"12-08-16";"Rosario";"Maiz";"U$S 160.19"
"16-08-16";"Rosario";"Maiz";"U$S 160.19"
"17-08-16";"Rosario";"Maiz";"U$S 159"
"18-08-16";"Rosario";"Maiz";"U$S 157.3"
"19-08-16";"Rosario";"Maiz";"U$S 157.53"
"22-08-16";"Rosario";"Maiz";"U$S 154.63"
"23-08-16";"Rosario";"Maiz";"U$S 150.94"
"24-08-16";"Rosario";"Maiz";"U$S 150.74"
"25-08-16";"Rosario";"Maiz";"U$S 151.75"
"26-08-16";"Rosario";"Maiz";"U$S 153.1"
"29-08-16";"Rosario";"Maiz";"U$S 151.66"
"30-08-16";"Rosario";"Maiz";"U$S 154.56"
"31-08-16";"Rosario";"Maiz";"U$S 153.72"
"01-09-16";"Rosario";"Maiz";"U$S 155.7"
"02-09-16";"Rosario";"Maiz";"U$S 157.44"
"05-09-16";"Rosario";"Maiz";"U$S 155.79"
"06-09-16";"Rosario";"Maiz";"U$S 158.12"
"07-09-16";"Rosario";"Maiz";"U$S 157.81"
"08-09-16";"Rosario";"Maiz";"U$S 157.93"
"09-09-16";"Rosario";"Maiz";"U$S 159.55"
"12-09-16";"Rosario";"Maiz";"U$S 157.54"
"13-09-16";"Rosario";"Maiz";"U$S 156"
"14-09-16";"Rosario";"Maiz";"U$S 155.02"
"15-09-16";"Rosario";"Maiz";"U$S 155.28"
"16-09-16";"Rosario";"Maiz";"U$S 156.64"
"19-09-16";"Rosario";"Maiz";"U$S 157.76"
"20-09-16";"Rosario";"Maiz";"U$S 157.86"
"21-09-16";"Rosario";"Maiz";"U$S 157.86"
"22-09-16";"Rosario";"Maiz";"U$S 157.28"
"23-09-16";"Rosario";"Maiz";"U$S 157.59"
"26-09-16";"Rosario";"Maiz";"U$S 154.2"
"27-09-16";"Rosario";"Maiz";"U$S 155.43"
"28-09-16";"Rosario";"Maiz";"U$S 154.97"
"29-09-16";"Rosario";"Maiz";"U$S 156.1"
"30-09-16";"Rosario";"Maiz";"U$S 156.76"
"03-10-16";"Rosario";"Maiz";"U$S 157.95"
"04-10-16";"Rosario";"Maiz";"U$S 160.51"
"05-10-16";"Rosario";"Maiz";"U$S 161.29"
"06-10-16";"Rosario";"Maiz";"U$S 160.42"
"11-10-16";"Rosario";"Maiz";"U$S 160.84"
"12-10-16";"Rosario";"Maiz";"U$S 162.57"
"13-10-16";"Rosario";"Maiz";"U$S 162.57"
"14-10-16";"Rosario";"Maiz";"U$S 164.74"
"17-10-16";"Rosario";"Maiz";"U$S 164.5"
"18-10-16";"Rosario";"Maiz";"U$S 164.39"
"19-10-16";"Rosario";"Maiz";"U$S 164.53"
"20-10-16";"Rosario";"Maiz";"U$S 164.3"
"21-10-16";"Rosario";"Maiz";"U$S 164.85"
"24-10-16";"Rosario";"Maiz";"U$S 165.06"
"25-10-16";"Rosario";"Maiz";"U$S 164.48"
"26-10-16";"Rosario";"Maiz";"U$S 164.42"
"27-10-16";"Rosario";"Maiz";"U$S 165.41"
"28-10-16";"Rosario";"Maiz";"U$S 165.24"
"31-10-16";"Rosario";"Maiz";"U$S 165.68"
"01-11-16";"Rosario";"Maiz";"U$S 165.84"
"02-11-16";"Rosario";"Maiz";"U$S 162.14"
"03-11-16";"Rosario";"Maiz";"U$S 162.25"
"07-11-16";"Rosario";"Maiz";"U$S 168.11"
"08-11-16";"Rosario";"Maiz";"U$S 170.8"
"09-11-16";"Rosario";"Maiz";"U$S 170.8"
"10-11-16";"Rosario";"Maiz";"U$S 166.33"
"11-11-16";"Rosario";"Maiz";"U$S 162.65"
"14-11-16";"Rosario";"Maiz";"U$S 159.74"
"15-11-16";"Rosario";"Maiz";"U$S 164.52"
"16-11-16";"Rosario";"Maiz";"U$S 167.1"
"17-11-16";"Rosario";"Maiz";"U$S 167.96"
"18-11-16";"Rosario";"Maiz";"U$S 168.07"
"21-11-16";"Rosario";"Maiz";"U$S 169"
"22-11-16";"Rosario";"Maiz";"U$S 169"
"23-11-16";"Rosario";"Maiz";"U$S 166.67"
"24-11-16";"Rosario";"Maiz";"U$S 160.88"
"29-11-16";"Rosario";"Maiz";"U$S 159.24"
"30-11-16";"Rosario";"Maiz";"U$S 160.7"
"02-12-16";"Rosario";"Maiz";"U$S 161.23"
"05-12-16";"Rosario";"Maiz";"U$S 163.19"
"07-12-16";"Rosario";"Maiz";"U$S 163.94"
"12-12-16";"Rosario";"Maiz";"U$S 164.69"
"13-12-16";"Rosario";"Maiz";"U$S 165.98"
"14-12-16";"Rosario";"Maiz";"U$S 165.94"
"15-12-16";"Rosario";"Maiz";"U$S 167.19"
"16-12-16";"Rosario";"Maiz";"U$S 166.25"
"19-12-16";"Rosario";"Maiz";"U$S 167.61"
"20-12-16";"Rosario";"Maiz";"U$S 167.3"
"21-12-16";"Rosario";"Maiz";"U$S 164.66"
"22-12-16";"Rosario";"Maiz";"U$S 168.47"
"23-12-16";"Rosario";"Maiz";"U$S 171"
"26-12-16";"Rosario";"Maiz";"U$S 168.92"
"29-12-16";"Rosario";"Maiz";"U$S 162.61"
"02-01-17";"Rosario";"Maiz";"U$S 168.34"
"03-01-17";"Rosario";"Maiz";"U$S 178.39"
"04-01-17";"Rosario";"Maiz";"U$S 177.24"
"05-01-17";"Rosario";"Maiz";"U$S 177.32"
"06-01-17";"Rosario";"Maiz";"U$S 166.04"
"09-01-17";"Rosario";"Maiz";"U$S 163.68"
"10-01-17";"Rosario";"Maiz";"U$S 164.04"
"11-01-17";"Rosario";"Maiz";"U$S 165.3"
"16-01-17";"Rosario";"Maiz";"U$S 166.88"
"17-01-17";"Rosario";"Maiz";"U$S 166.57"
"18-01-17";"Rosario";"Maiz";"U$S 169.01"
"19-01-17";"Rosario";"Maiz";"U$S 169.81"
"20-01-17";"Rosario";"Maiz";"U$S 163.37"
"23-01-17";"Rosario";"Maiz";"U$S 163.11"
"24-01-17";"Rosario";"Maiz";"U$S 163.11"
"25-01-17";"Rosario";"Maiz";"U$S 163.11"
"26-01-17";"Rosario";"Maiz";"U$S 163.32"
"27-01-17";"Rosario";"Maiz";"U$S 163.52"
"01-02-17";"Rosario";"Maiz";"U$S 153.16"
"02-02-17";"Rosario";"Maiz";"U$S 152.53"
"03-02-17";"Rosario";"Maiz";"U$S 153.65"
"06-02-17";"Rosario";"Maiz";"U$S 153.68"
"07-02-17";"Rosario";"Maiz";"U$S 156.3"
"08-02-17";"Rosario";"Maiz";"U$S 153.11"
"09-02-17";"Rosario";"Maiz";"U$S 156.63"
"10-02-17";"Rosario";"Maiz";"U$S 157.66"
"13-02-17";"Rosario";"Maiz";"U$S 156.37"
"14-02-17";"Rosario";"Maiz";"U$S 155.14"
"15-02-17";"Rosario";"Maiz";"U$S 158.85"
"16-02-17";"Rosario";"Maiz";"U$S 159.38"
"17-02-17";"Rosario";"Maiz";"U$S 160.03"
"20-02-17";"Rosario";"Maiz";"U$S 157.48"
"21-02-17";"Rosario";"Maiz";"U$S 158.23"
"22-02-17";"Rosario";"Maiz";"U$S 158.69"
"23-02-17";"Rosario";"Maiz";"U$S 159.97"
"24-02-17";"Rosario";"Maiz";"U$S 156.33"
"01-03-17";"Rosario";"Maiz";"U$S 156.33"
"02-03-17";"Rosario";"Maiz";"U$S 159.09"
"03-03-17";"Rosario";"Maiz";"U$S 161.04"
"06-03-17";"Rosario";"Maiz";"U$S 154.07"
"07-03-17";"Rosario";"Maiz";"U$S 152.41"
"08-03-17";"Rosario";"Maiz";"U$S 153.05"
"09-03-17";"Rosario";"Maiz";"U$S 153.05"
"10-03-17";"Rosario";"Maiz";"U$S 150.48"
"13-03-17";"Rosario";"Maiz";"U$S 148.55"
"14-03-17";"Rosario";"Maiz";"U$S 147.91"
"15-03-17";"Rosario";"Maiz";"U$S 148.36"
"16-03-17";"Rosario";"Maiz";"U$S 149.39"
"17-03-17";"Rosario";"Maiz";"U$S 145.89"
"20-03-17";"Rosario";"Maiz";"U$S 144.91"
"21-03-17";"Rosario";"Maiz";"U$S 145.23"
"22-03-17";"Rosario";"Maiz";"U$S 145.19"
"23-03-17";"Rosario";"Maiz";"U$S 143.91"
"27-03-17";"Rosario";"Maiz";"U$S 144.88"
"28-03-17";"Rosario";"Maiz";"U$S 146.09"
"29-03-17";"Rosario";"Maiz";"U$S 143.52"
"30-03-17";"Rosario";"Maiz";"U$S 144.16"
"31-03-17";"Rosario";"Maiz";"U$S 148.8"
"03-04-17";"Rosario";"Maiz";"U$S 152"
"04-04-17";"Rosario";"Maiz";"U$S 149.84"
"05-04-17";"Rosario";"Maiz";"U$S 151.02"
"06-04-17";"Rosario";"Maiz";"U$S 149.45"
"07-04-17";"Rosario";"Maiz";"U$S 149.89"
"10-04-17";"Rosario";"Maiz";"U$S 151.22"
"11-04-17";"Rosario";"Maiz";"U$S 152.64"
"12-04-17";"Rosario";"Maiz";"U$S 152.07"
"17-04-17";"Rosario";"Maiz";"U$S 152.63"
"18-04-17";"Rosario";"Maiz";"U$S 152.3"
"19-04-17";"Rosario";"Maiz";"U$S 151.3"
"20-04-17";"Rosario";"Maiz";"U$S 154.01"
"21-04-17";"Rosario";"Maiz";"U$S 152.03"
"24-04-17";"Rosario";"Maiz";"U$S 153.35"
"25-04-17";"Rosario";"Maiz";"U$S 154.99"
"26-04-17";"Rosario";"Maiz";"U$S 157.59"
"27-04-17";"Rosario";"Maiz";"U$S 152.4"
"28-04-17";"Rosario";"Maiz";"U$S 149.35"
"02-05-17";"Rosario";"Maiz";"U$S 152.29"
"03-05-17";"Rosario";"Maiz";"U$S 152.29"
"04-05-17";"Rosario";"Maiz";"U$S 150.65"
"05-05-17";"Rosario";"Maiz";"U$S 150.94"
"08-05-17";"Rosario";"Maiz";"U$S 148.99"
"09-05-17";"Rosario";"Maiz";"U$S 148.15"
"10-05-17";"Rosario";"Maiz";"U$S 148.79"
"11-05-17";"Rosario";"Maiz";"U$S 149.66"
"12-05-17";"Rosario";"Maiz";"U$S 148.96"
"15-05-17";"Rosario";"Maiz";"U$S 149.39"
"16-05-17";"Rosario";"Maiz";"U$S 150.83"
"17-05-17";"Rosario";"Maiz";"U$S 153.4"
"18-05-17";"Rosario";"Maiz";"U$S 152.5"
"19-05-17";"Rosario";"Maiz";"U$S 152.65"
"22-05-17";"Rosario";"Maiz";"U$S 153.54"
"23-05-17";"Rosario";"Maiz";"U$S 152.92"
"24-05-17";"Rosario";"Maiz";"U$S 156.62"
"26-05-17";"Rosario";"Maiz";"U$S 157.4"
"29-05-17";"Rosario";"Maiz";"U$S 155.84"
"30-05-17";"Rosario";"Maiz";"U$S 146.13"
"31-05-17";"Rosario";"Maiz";"U$S 145.51"
"01-06-17";"Rosario";"Maiz";"U$S 145.7"
"02-06-17";"Rosario";"Maiz";"U$S 145.7"
"05-06-17";"Rosario";"Maiz";"U$S 143.79"
"06-06-17";"Rosario";"Maiz";"U$S 145.36"
"07-06-17";"Rosario";"Maiz";"U$S 147.59"
"08-06-17";"Rosario";"Maiz";"U$S 149.69"
"09-06-17";"Rosario";"Maiz";"U$S 149.69"
"12-06-17";"Rosario";"Maiz";"U$S 145.05"
"13-06-17";"Rosario";"Maiz";"U$S 142.23"
"14-06-17";"Rosario";"Maiz";"U$S 142.34"
"15-06-17";"Rosario";"Maiz";"U$S 139.55"
"15-06-17";"Rosario";"Maiz";"U$S 139.03"
"16-06-17";"Rosario";"Maiz";"U$S 136.53"
"19-06-17";"Rosario";"Maiz";"U$S 134.98"
"21-06-17";"Rosario";"Maiz";"U$S 135.64"
"22-06-17";"Rosario";"Maiz";"U$S 132.55"
"23-06-17";"Rosario";"Maiz";"U$S 129.83"
"26-06-17";"Rosario";"Maiz";"U$S 130.21"
"27-06-17";"Rosario";"Maiz";"U$S 131.71"
"28-06-17";"Rosario";"Maiz";"U$S 132.22"
"29-06-17";"Rosario";"Maiz";"U$S 133.94"
"30-06-17";"Rosario";"Maiz";"U$S 138.91"
"03-07-17";"Rosario";"Maiz";"U$S 141.67"
"04-07-17";"Rosario";"Maiz";"U$S 141.17"
"05-07-17";"Rosario";"Maiz";"U$S 140.02"
"06-07-17";"Rosario";"Maiz";"U$S 142.27"
"07-07-17";"Rosario";"Maiz";"U$S 143.4"
"10-07-17";"Rosario";"Maiz";"U$S 144.45"
"11-07-17";"Rosario";"Maiz";"U$S 144.71"
"12-07-17";"Rosario";"Maiz";"U$S 141.6"
"13-07-17";"Rosario";"Maiz";"U$S 142.18"
"14-07-17";"Rosario";"Maiz";"U$S 143.62"
"17-07-17";"Rosario";"Maiz";"U$S 135.85"
"18-07-17";"Rosario";"Maiz";"U$S 139.53"
"19-07-17";"Rosario";"Maiz";"U$S 142.27"
"20-07-17";"Rosario";"Maiz";"U$S 140.7"
"21-07-17";"Rosario";"Maiz";"U$S 135.48"
"24-07-17";"Rosario";"Maiz";"U$S 135.97"
"25-07-17";"Rosario";"Maiz";"U$S 132.72"
"26-07-17";"Rosario";"Maiz";"U$S 134.86"
"27-07-17";"Rosario";"Maiz";"U$S 135.49"
"28-07-17";"Rosario";"Maiz";"U$S 134.91"
"31-07-17";"Rosario";"Maiz";"U$S 136.05"
"01-08-17";"Rosario";"Maiz";"U$S 133.64"
"02-08-17";"Rosario";"Maiz";"U$S 134.09"
"03-08-17";"Rosario";"Maiz";"U$S 134.13"
"04-08-17";"Rosario";"Maiz";"U$S 134.13"
"07-08-17";"Rosario";"Maiz";"U$S 133.9"
"08-08-17";"Rosario";"Maiz";"U$S 134.29"
"09-08-17";"Rosario";"Maiz";"U$S 135.59"
"10-08-17";"Rosario";"Maiz";"U$S 132.69"
"11-08-17";"Rosario";"Maiz";"U$S 133.82"
"14-08-17";"Rosario";"Maiz";"U$S 137.19"
"15-08-17";"Rosario";"Maiz";"U$S 134.15"
"16-08-17";"Rosario";"Maiz";"U$S 132.48"
"17-08-17";"Rosario";"Maiz";"U$S 129.61"
"18-08-17";"Rosario";"Maiz";"U$S 126.23"
"22-08-17";"Rosario";"Maiz";"U$S 127.25"
"23-08-17";"Rosario";"Maiz";"U$S 132.62"
"24-08-17";"Rosario";"Maiz";"U$S 134.81"
"25-08-17";"Rosario";"Maiz";"U$S 134.15"
"28-08-17";"Rosario";"Maiz";"U$S 132.33"
"29-08-17";"Rosario";"Maiz";"U$S 131.07"
"30-08-17";"Rosario";"Maiz";"U$S 131.11"
"31-08-17";"Rosario";"Maiz";"U$S 132.87"
"01-09-17";"Rosario";"Maiz";"U$S 133.72"
"04-09-17";"Rosario";"Maiz";"U$S 133.49"
"05-09-17";"Rosario";"Maiz";"U$S 133.99"
"06-09-17";"Rosario";"Maiz";"U$S 134.19"
"07-09-17";"Rosario";"Maiz";"U$S 134.3"
"08-09-17";"Rosario";"Maiz";"U$S 132.56"
"11-09-17";"Rosario";"Maiz";"U$S 134.11"
"12-09-17";"Rosario";"Maiz";"U$S 133.57"
"13-09-17";"Rosario";"Maiz";"U$S 135.91"
"14-09-17";"Rosario";"Maiz";"U$S 138.02"
"15-09-17";"Rosario";"Maiz";"U$S 136.67"
"18-09-17";"Rosario";"Maiz";"U$S 134.39"
"19-09-17";"Rosario";"Maiz";"U$S 134.19"
"20-09-17";"Rosario";"Maiz";"U$S 134.96"
"21-09-17";"Rosario";"Maiz";"U$S 134.92"
"22-09-17";"Rosario";"Maiz";"U$S 134.6"
"25-09-17";"Rosario";"Maiz";"U$S 133.07"
"26-09-17";"Rosario";"Maiz";"U$S 134.81"
"27-09-17";"Rosario";"Maiz";"U$S 136.1"
"28-09-17";"Rosario";"Maiz";"U$S 137.22"
"29-09-17";"Rosario";"Maiz";"U$S 138.65"
"02-10-17";"Rosario";"Maiz";"U$S 137.24"
"03-10-17";"Rosario";"Maiz";"U$S 137.24"
"04-10-17";"Rosario";"Maiz";"U$S 137.7"
"05-10-17";"Rosario";"Maiz";"U$S 137.32"
"06-10-17";"Rosario";"Maiz";"U$S 137"
"09-10-17";"Rosario";"Maiz";"U$S 135.74"
"10-10-17";"Rosario";"Maiz";"U$S 136.59"
"11-10-17";"Rosario";"Maiz";"U$S 135.49"
"12-10-17";"Rosario";"Maiz";"U$S 136.09"
"13-10-17";"Rosario";"Maiz";"U$S 135.49"
"17-10-17";"Rosario";"Maiz";"U$S 136.72"
"18-10-17";"Rosario";"Maiz";"U$S 135.45"
"19-10-17";"Rosario";"Maiz";"U$S 134.67"
"20-10-17";"Rosario";"Maiz";"U$S 134.9"
"23-10-17";"Rosario";"Maiz";"U$S 134.65"
"24-10-17";"Rosario";"Maiz";"U$S 133.71"
"25-10-17";"Rosario";"Maiz";"U$S 133.79"
"26-10-17";"Rosario";"Maiz";"U$S 132.5"
"27-10-17";"Rosario";"Maiz";"U$S 133.33"
"30-10-17";"Rosario";"Maiz";"U$S 132.2"
"31-10-17";"Rosario";"Maiz";"U$S 133.67"
"01-11-17";"Rosario";"Maiz";"U$S 134.58"
"02-11-17";"Rosario";"Maiz";"U$S 136.99"
"03-11-17";"Rosario";"Maiz";"U$S 136.05"
"06-11-17";"Rosario";"Maiz";"U$S 136.05"
"07-11-17";"Rosario";"Maiz";"U$S 135.41"
"08-11-17";"Rosario";"Maiz";"U$S 136.99"
"09-11-17";"Rosario";"Maiz";"U$S 135.88"
"10-11-17";"Rosario";"Maiz";"U$S 134.32"
"13-11-17";"Rosario";"Maiz";"U$S 134.29"
"14-11-17";"Rosario";"Maiz";"U$S 134.86"
"15-11-17";"Rosario";"Maiz";"U$S 135.43"
"16-11-17";"Rosario";"Maiz";"U$S 134.98"
"17-11-17";"Rosario";"Maiz";"U$S 134.97"
"21-11-17";"Rosario";"Maiz";"U$S 136.08"
"22-11-17";"Rosario";"Maiz";"U$S 137.69"
"23-11-17";"Rosario";"Maiz";"U$S 137.77"
"24-11-17";"Rosario";"Maiz";"U$S 140.06"
"27-11-17";"Rosario";"Maiz";"U$S 139.72"
"28-11-17";"Rosario";"Maiz";"U$S 139.36"
"29-11-17";"Rosario";"Maiz";"U$S 140.6"
"30-11-17";"Rosario";"Maiz";"U$S 141.58"
"01-12-17";"Rosario";"Maiz";"U$S 145.1"
"04-12-17";"Rosario";"Maiz";"U$S 144.05"
"05-12-17";"Rosario";"Maiz";"U$S 144.59"
"06-12-17";"Rosario";"Maiz";"U$S 146.04"
"07-12-17";"Rosario";"Maiz";"U$S 145.83"
"11-12-17";"Rosario";"Maiz";"U$S 143.85"
"12-12-17";"Rosario";"Maiz";"U$S 143.8"
"13-12-17";"Rosario";"Maiz";"U$S 143.56"
"14-12-17";"Rosario";"Maiz";"U$S 143.27"
"15-12-17";"Rosario";"Maiz";"U$S 145.59"
"18-12-17";"Rosario";"Maiz";"U$S 143.71"
"19-12-17";"Rosario";"Maiz";"U$S 144.07"
"20-12-17";"Rosario";"Maiz";"U$S 145.27"
"21-12-17";"Rosario";"Maiz";"U$S 145.08"
"22-12-17";"Rosario";"Maiz";"U$S 143.88"
"26-12-17";"Rosario";"Maiz";"U$S 142.35"
"27-12-17";"Rosario";"Maiz";"U$S 143.74"
"28-12-17";"Rosario";"Maiz";"U$S 140.63"
"29-12-17";"Rosario";"Maiz";"U$S 144.78"
"02-01-18";"Rosario";"Maiz";"U$S 146.66"
"03-01-18";"Rosario";"Maiz";"U$S 146.92"
"04-01-18";"Rosario";"Maiz";"U$S 150.03"
"05-01-18";"Rosario";"Maiz";"U$S 151.11"
"08-01-18";"Rosario";"Maiz";"U$S 149.76"
"09-01-18";"Rosario";"Maiz";"U$S 151.61"
"10-01-18";"Rosario";"Maiz";"U$S 151.45"
"11-01-18";"Rosario";"Maiz";"U$S 150.19"
"12-01-18";"Rosario";"Maiz";"U$S 149.81"
"15-01-18";"Rosario";"Maiz";"U$S 149.17"
"16-01-18";"Rosario";"Maiz";"U$S 148.15"
"17-01-18";"Rosario";"Maiz";"U$S 150.66"
"18-01-18";"Rosario";"Maiz";"U$S 150.5"
"19-01-18";"Rosario";"Maiz";"U$S 150.83"
"22-01-18";"Rosario";"Maiz";"U$S 151.47"
"23-01-18";"Rosario";"Maiz";"U$S 152.06"
"24-01-18";"Rosario";"Maiz";"U$S 152.67"
"25-01-18";"Rosario";"Maiz";"U$S 153.37"
"26-01-18";"Rosario";"Maiz";"U$S 154.06"
"29-01-18";"Rosario";"Maiz";"U$S 153.73"
"30-01-18";"Rosario";"Maiz";"U$S 154.83"
"31-01-18";"Rosario";"Maiz";"U$S 156.23"
"01-02-18";"Rosario";"Maiz";"U$S 162.54"
"02-02-18";"Rosario";"Maiz";"U$S 161.07"
"05-02-18";"Rosario";"Maiz";"U$S 159.14"
"06-02-18";"Rosario";"Maiz";"U$S 158.49"
"07-02-18";"Rosario";"Maiz";"U$S 158.42"
"08-02-18";"Rosario";"Maiz";"U$S 159.24"
"09-02-18";"Rosario";"Maiz";"U$S 161.16"
"14-02-18";"Rosario";"Maiz";"U$S 160.3"
"15-02-18";"Rosario";"Maiz";"U$S 161.75"
"16-02-18";"Rosario";"Maiz";"U$S 160.93"
"19-02-18";"Rosario";"Maiz";"U$S 160.3"
"20-02-18";"Rosario";"Maiz";"U$S 165.24"
"21-02-18";"Rosario";"Maiz";"U$S 166.12"
"22-02-18";"Rosario";"Maiz";"U$S 168.92"
"23-02-18";"Rosario";"Maiz";"U$S 168.67"
"26-02-18";"Rosario";"Maiz";"U$S 166.34"
"27-02-18";"Rosario";"Maiz";"U$S 169.31"
"28-02-18";"Rosario";"Maiz";"U$S 173.05"
"01-03-18";"Rosario";"Maiz";"U$S 174.04"
"02-03-18";"Rosario";"Maiz";"U$S 172.67"
"05-03-18";"Rosario";"Maiz";"U$S 174.67"
"06-03-18";"Rosario";"Maiz";"U$S 174.53"
"07-03-18";"Rosario";"Maiz";"U$S 175.4"
"08-03-18";"Rosario";"Maiz";"U$S 177.8"
"09-03-18";"Rosario";"Maiz";"U$S 178.27"
"12-03-18";"Rosario";"Maiz";"U$S 175.74"
"13-03-18";"Rosario";"Maiz";"U$S 170.13"
"14-03-18";"Rosario";"Maiz";"U$S 167.08"
"15-03-18";"Rosario";"Maiz";"U$S 166.13"
"16-03-18";"Rosario";"Maiz";"U$S 166.34"
"19-03-18";"Rosario";"Maiz";"U$S 165.35"
"20-03-18";"Rosario";"Maiz";"U$S 166.3"
"21-03-18";"Rosario";"Maiz";"U$S 167.74"
"22-03-18";"Rosario";"Maiz";"U$S 168.11"
"23-03-18";"Rosario";"Maiz";"U$S 169.14"
"26-03-18";"Rosario";"Maiz";"U$S 168.4"
"27-03-18";"Rosario";"Maiz";"U$S 168.4"
"28-03-18";"Rosario";"Maiz";"U$S 166.42"
"03-04-18";"Rosario";"Maiz";"U$S 170.47"
"04-04-18";"Rosario";"Maiz";"U$S 170.96"
"05-04-18";"Rosario";"Maiz";"U$S 173.27"
"06-04-18";"Rosario";"Maiz";"U$S 175.74"
"09-04-18";"Rosario";"Maiz";"U$S 180.78"
