"Fecha";"Mercado";"Producto";"Precio"
"21-11-07";"Rosario";"Maiz";"U$S 108.31"
"22-11-07";"Rosario";"Maiz";"U$S 106.65"
"23-11-07";"Rosario";"Maiz";"U$S 106.59"
"26-11-07";"Rosario";"Maiz";"U$S 103.5"
"27-11-07";"Rosario";"Maiz";"U$S 104.92"
"28-11-07";"Rosario";"Maiz";"U$S 106.38"
"29-11-07";"Rosario";"Maiz";"U$S 105.15"
"30-11-07";"Rosario";"Maiz";"U$S 101.75"
"06-12-07";"Rosario";"Maiz";"U$S 102.11"
"07-12-07";"Rosario";"Maiz";"U$S 104.49"
"10-12-07";"Rosario";"Maiz";"U$S 105.16"
"11-12-07";"Rosario";"Maiz";"U$S 106.72"
"12-12-07";"Rosario";"Maiz";"U$S 111.5"
"13-12-07";"Rosario";"Maiz";"U$S 111.39"
"14-12-07";"Rosario";"Maiz";"U$S 114.58"
"17-12-07";"Rosario";"Maiz";"U$S 114.65"
"18-12-07";"Rosario";"Maiz";"U$S 114.76"
"19-12-07";"Rosario";"Maiz";"U$S 114.94"
"20-12-07";"Rosario";"Maiz";"U$S 114.8"
"21-12-07";"Rosario";"Maiz";"U$S 117.8"
"26-12-07";"Rosario";"Maiz";"U$S 119.27"
"27-12-07";"Rosario";"Maiz";"U$S 120.67"
"28-12-07";"Rosario";"Maiz";"U$S 120.2"
"02-01-08";"Rosario";"Maiz";"U$S 127.19"
"03-01-08";"Rosario";"Maiz";"U$S 127.35"
"04-01-08";"Rosario";"Maiz";"U$S 128.82"
"07-01-08";"Rosario";"Maiz";"U$S 129.15"
"08-01-08";"Rosario";"Maiz";"U$S 134.19"
"09-01-08";"Rosario";"Maiz";"U$S 137.42"
"10-01-08";"Rosario";"Maiz";"U$S 139.02"
"11-01-08";"Rosario";"Maiz";"U$S 144.18"
"14-01-08";"Rosario";"Maiz";"U$S 151.42"
"15-01-08";"Rosario";"Maiz";"U$S 146.45"
"16-01-08";"Rosario";"Maiz";"U$S 143.04"
"17-01-08";"Rosario";"Maiz";"U$S 142.86"
"18-01-08";"Rosario";"Maiz";"U$S 139.59"
"22-01-08";"Rosario";"Maiz";"U$S 139.06"
"23-01-08";"Rosario";"Maiz";"U$S 134.58"
"24-01-08";"Rosario";"Maiz";"U$S 141.45"
"25-01-08";"Rosario";"Maiz";"U$S 146.03"
"28-01-08";"Rosario";"Maiz";"U$S 148.02"
"29-01-08";"Rosario";"Maiz";"U$S 149.11"
"30-01-08";"Rosario";"Maiz";"U$S 148.92"
"31-01-08";"Rosario";"Maiz";"U$S 148.83"
"01-02-08";"Rosario";"Maiz";"U$S 149.02"
"04-02-08";"Rosario";"Maiz";"U$S 151.99"
"05-02-08";"Rosario";"Maiz";"U$S 151.9"
"06-02-08";"Rosario";"Maiz";"U$S 157.72"
"07-02-08";"Rosario";"Maiz";"U$S 148.31"
"08-02-08";"Rosario";"Maiz";"U$S 153.99"
"11-02-08";"Rosario";"Maiz";"U$S 151.36"
"12-02-08";"Rosario";"Maiz";"U$S 141.68"
"13-02-08";"Rosario";"Maiz";"U$S 139.42"
"14-02-08";"Rosario";"Maiz";"U$S 145.75"
"15-02-08";"Rosario";"Maiz";"U$S 149.16"
"18-02-08";"Rosario";"Maiz";"U$S 149.06"
"19-02-08";"Rosario";"Maiz";"U$S 152.12"
"20-02-08";"Rosario";"Maiz";"U$S 152.33"
"21-02-08";"Rosario";"Maiz";"U$S 152.33"
"22-02-08";"Rosario";"Maiz";"U$S 151.88"
"25-02-08";"Rosario";"Maiz";"U$S 155.45"
"26-02-08";"Rosario";"Maiz";"U$S 155.14"
"27-02-08";"Rosario";"Maiz";"U$S 156.11"
"28-02-08";"Rosario";"Maiz";"U$S 157.74"
"29-02-08";"Rosario";"Maiz";"U$S 158.11"
"03-03-08";"Rosario";"Maiz";"U$S 160.34"
"04-03-08";"Rosario";"Maiz";"U$S 155.88"
"05-03-08";"Rosario";"Maiz";"U$S 160.69"
"06-03-08";"Rosario";"Maiz";"U$S 158.94"
"07-03-08";"Rosario";"Maiz";"U$S 152.34"
"10-03-08";"Rosario";"Maiz";"U$S 158.33"
"11-03-08";"Rosario";"Maiz";"U$S 156.38"
"12-03-08";"Rosario";"Maiz";"U$S 161.48"
"03-04-08";"Rosario";"Maiz";"U$S 170.61"
"04-04-08";"Rosario";"Maiz";"U$S 170.57"
"07-04-08";"Rosario";"Maiz";"U$S 165.69"
"08-04-08";"Rosario";"Maiz";"U$S 165.24"
"09-04-08";"Rosario";"Maiz";"U$S 170.31"
"10-04-08";"Rosario";"Maiz";"U$S 163.56"
"11-04-08";"Rosario";"Maiz";"U$S 161.43"
"12-04-08";"Rosario";"Maiz";"U$S 88.33"
"14-04-08";"Rosario";"Maiz";"U$S 160.11"
"15-04-08";"Rosario";"Maiz";"U$S 162.92"
"16-04-08";"Rosario";"Maiz";"U$S 162.63"
"17-04-08";"Rosario";"Maiz";"U$S 160.78"
"18-04-08";"Rosario";"Maiz";"U$S 157.73"
"21-04-08";"Rosario";"Maiz";"U$S 154.09"
"22-04-08";"Rosario";"Maiz";"U$S 157.13"
"23-04-08";"Rosario";"Maiz";"U$S 157.18"
"24-04-08";"Rosario";"Maiz";"U$S 152.32"
"25-04-08";"Rosario";"Maiz";"U$S 155.95"
"28-04-08";"Rosario";"Maiz";"U$S 160.15"
"29-04-08";"Rosario";"Maiz";"U$S 158.19"
"30-04-08";"Rosario";"Maiz";"U$S 161.5"
"02-05-08";"Rosario";"Maiz";"U$S 162.42"
"05-05-08";"Rosario";"Maiz";"U$S 156.9"
"06-05-08";"Rosario";"Maiz";"U$S 160.56"
"07-05-08";"Rosario";"Maiz";"U$S 160.49"
"21-05-08";"Rosario";"Maiz";"U$S 166.29"
"22-05-08";"Rosario";"Maiz";"U$S 163.69"
"23-05-08";"Rosario";"Maiz";"U$S 165.03"
"26-05-08";"Rosario";"Maiz";"U$S 164.86"
"27-05-08";"Rosario";"Maiz";"U$S 159.85"
"09-06-08";"Rosario";"Maiz";"U$S 163.19"
"10-06-08";"Rosario";"Maiz";"U$S 163.13"
"11-06-08";"Rosario";"Maiz";"U$S 174.45"
"12-06-08";"Rosario";"Maiz";"U$S 176.71"
"13-06-08";"Rosario";"Maiz";"U$S 171.38"
"23-06-08";"Rosario";"Maiz";"U$S 178.2"
"24-06-08";"Rosario";"Maiz";"U$S 173.74"
"25-06-08";"Rosario";"Maiz";"U$S 173.62"
"26-06-08";"Rosario";"Maiz";"U$S 174.43"
"27-06-08";"Rosario";"Maiz";"U$S 175.48"
"30-06-08";"Rosario";"Maiz";"U$S 174.55"
"01-07-08";"Rosario";"Maiz";"U$S 165.78"
"02-07-08";"Rosario";"Maiz";"U$S 172.19"
"03-07-08";"Rosario";"Maiz";"U$S 171.73"
"04-07-08";"Rosario";"Maiz";"U$S 172.17"
"07-07-08";"Rosario";"Maiz";"U$S 165.73"
"08-07-08";"Rosario";"Maiz";"U$S 169.38"
"10-07-08";"Rosario";"Maiz";"U$S 171.64"
"11-07-08";"Rosario";"Maiz";"U$S 170.09"
"14-07-08";"Rosario";"Maiz";"U$S 167.99"
"16-07-08";"Rosario";"Maiz";"U$S 165.06"
"23-07-08";"Rosario";"Maiz";"U$S 150.43"
"24-07-08";"Rosario";"Maiz";"U$S 152.47"
"25-07-08";"Rosario";"Maiz";"U$S 151.76"
"28-07-08";"Rosario";"Maiz";"U$S 150.33"
"29-07-08";"Rosario";"Maiz";"U$S 152.07"
"30-07-08";"Rosario";"Maiz";"U$S 155.16"
"31-07-08";"Rosario";"Maiz";"U$S 147.83"
"01-08-08";"Rosario";"Maiz";"U$S 138.07"
"05-08-08";"Rosario";"Maiz";"U$S 134.78"
"06-08-08";"Rosario";"Maiz";"U$S 131.41"
"07-08-08";"Rosario";"Maiz";"U$S 137.84"
"08-08-08";"Rosario";"Maiz";"U$S 131.06"
"11-08-08";"Rosario";"Maiz";"U$S 131.88"
"12-08-08";"Rosario";"Maiz";"U$S 137.98"
"13-08-08";"Rosario";"Maiz";"U$S 148.18"
"14-08-08";"Rosario";"Maiz";"U$S 147.9"
"15-08-08";"Rosario";"Maiz";"U$S 132.01"
"19-08-08";"Rosario";"Maiz";"U$S 147.95"
"20-08-08";"Rosario";"Maiz";"U$S 145.31"
"21-08-08";"Rosario";"Maiz";"U$S 149.59"
"22-08-08";"Rosario";"Maiz";"U$S 145.45"
"25-08-08";"Rosario";"Maiz";"U$S 148.38"
"26-08-08";"Rosario";"Maiz";"U$S 143.42"
"27-08-08";"Rosario";"Maiz";"U$S 143.71"
"28-08-08";"Rosario";"Maiz";"U$S 143.38"
"29-08-08";"Rosario";"Maiz";"U$S 148.18"
"01-09-08";"Rosario";"Maiz";"U$S 143.66"
"02-09-08";"Rosario";"Maiz";"U$S 140.88"
"03-09-08";"Rosario";"Maiz";"U$S 138.29"
"04-09-08";"Rosario";"Maiz";"U$S 137.92"
"05-09-08";"Rosario";"Maiz";"U$S 131.58"
"08-09-08";"Rosario";"Maiz";"U$S 137.67"
"09-09-08";"Rosario";"Maiz";"U$S 130.85"
"10-09-08";"Rosario";"Maiz";"U$S 135.98"
"11-09-08";"Rosario";"Maiz";"U$S 133.12"
"12-09-08";"Rosario";"Maiz";"U$S 139.52"
"15-09-08";"Rosario";"Maiz";"U$S 145.61"
"16-09-08";"Rosario";"Maiz";"U$S 129.89"
"17-09-08";"Rosario";"Maiz";"U$S 138.07"
"19-09-08";"Rosario";"Maiz";"U$S 128.41"
"22-09-08";"Rosario";"Maiz";"U$S 135.32"
"23-09-08";"Rosario";"Maiz";"U$S 132.2"
"24-09-08";"Rosario";"Maiz";"U$S 131.04"
"25-09-08";"Rosario";"Maiz";"U$S 128.49"
"26-09-08";"Rosario";"Maiz";"U$S 125.16"
"01-10-08";"Rosario";"Maiz";"U$S 108.49"
"23-10-08";"Rosario";"Maiz";"U$S 92.17"
"27-10-08";"Rosario";"Maiz";"U$S 90.91"
"29-10-08";"Rosario";"Maiz";"U$S 103.86"
"31-10-08";"Rosario";"Maiz";"U$S 94.45"
"03-11-08";"Rosario";"Maiz";"U$S 94.48"
"04-11-08";"Rosario";"Maiz";"U$S 103.5"
"18-11-08";"Rosario";"Maiz";"U$S 84.31"
"26-11-08";"Rosario";"Maiz";"U$S 77.66"
"27-11-08";"Rosario";"Maiz";"U$S 80.36"
"28-11-08";"Rosario";"Maiz";"U$S 85.68"
"01-12-08";"Rosario";"Maiz";"U$S 80.64"
"02-12-08";"Rosario";"Maiz";"U$S 78.62"
"03-12-08";"Rosario";"Maiz";"U$S 81.7"
"10-12-08";"Rosario";"Maiz";"U$S 81.55"
"11-12-08";"Rosario";"Maiz";"U$S 76.13"
"12-12-08";"Rosario";"Maiz";"U$S 78.88"
"15-12-08";"Rosario";"Maiz";"U$S 78.95"
"16-12-08";"Rosario";"Maiz";"U$S 84.07"
"17-12-08";"Rosario";"Maiz";"U$S 83.97"
"18-12-08";"Rosario";"Maiz";"U$S 88.11"
"19-12-08";"Rosario";"Maiz";"U$S 87.68"
"22-12-08";"Rosario";"Maiz";"U$S 87.59"
"23-12-08";"Rosario";"Maiz";"U$S 87.36"
"29-12-08";"Rosario";"Maiz";"U$S 88.53"
"30-12-08";"Rosario";"Maiz";"U$S 87.78"
"02-01-09";"Rosario";"Maiz";"U$S 86.76"
"05-01-09";"Rosario";"Maiz";"U$S 89.83"
"06-01-09";"Rosario";"Maiz";"U$S 104.26"
"07-01-09";"Rosario";"Maiz";"U$S 112.59"
"08-01-09";"Rosario";"Maiz";"U$S 109.86"
"09-01-09";"Rosario";"Maiz";"U$S 112.64"
"13-01-09";"Rosario";"Maiz";"U$S 97.36"
"14-01-09";"Rosario";"Maiz";"U$S 101.45"
"15-01-09";"Rosario";"Maiz";"U$S 102.52"
"16-01-09";"Rosario";"Maiz";"U$S 109.32"
"19-01-09";"Rosario";"Maiz";"U$S 112.27"
"20-01-09";"Rosario";"Maiz";"U$S 114.74"
"21-01-09";"Rosario";"Maiz";"U$S 109.51"
"22-01-09";"Rosario";"Maiz";"U$S 113.09"
"23-01-09";"Rosario";"Maiz";"U$S 114.69"
"26-01-09";"Rosario";"Maiz";"U$S 114.62"
"27-01-09";"Rosario";"Maiz";"U$S 115.38"
"28-01-09";"Rosario";"Maiz";"U$S 115.25"
"29-01-09";"Rosario";"Maiz";"U$S 113.06"
"30-01-09";"Rosario";"Maiz";"U$S 116.11"
"02-02-09";"Rosario";"Maiz";"U$S 108.85"
"03-02-09";"Rosario";"Maiz";"U$S 108.54"
"04-02-09";"Rosario";"Maiz";"U$S 108.98"
"05-02-09";"Rosario";"Maiz";"U$S 114.74"
"06-02-09";"Rosario";"Maiz";"U$S 118.04"
"09-02-09";"Rosario";"Maiz";"U$S 117.44"
"10-02-09";"Rosario";"Maiz";"U$S 115.67"
"11-02-09";"Rosario";"Maiz";"U$S 114.9"
"12-02-09";"Rosario";"Maiz";"U$S 117.5"
"13-02-09";"Rosario";"Maiz";"U$S 114.67"
"16-02-09";"Rosario";"Maiz";"U$S 114.38"
"17-02-09";"Rosario";"Maiz";"U$S 108.45"
"18-02-09";"Rosario";"Maiz";"U$S 108.26"
"19-02-09";"Rosario";"Maiz";"U$S 112.62"
"24-02-09";"Rosario";"Maiz";"U$S 109.74"
"25-02-09";"Rosario";"Maiz";"U$S 113.08"
"26-02-09";"Rosario";"Maiz";"U$S 114.95"
"27-02-09";"Rosario";"Maiz";"U$S 112.28"
"02-03-09";"Rosario";"Maiz";"U$S 108.16"
"03-03-09";"Rosario";"Maiz";"U$S 108.83"
"04-03-09";"Rosario";"Maiz";"U$S 111.94"
"05-03-09";"Rosario";"Maiz";"U$S 113.17"
"06-03-09";"Rosario";"Maiz";"U$S 112.86"
"09-03-09";"Rosario";"Maiz";"U$S 113.97"
"10-03-09";"Rosario";"Maiz";"U$S 114.27"
"11-03-09";"Rosario";"Maiz";"U$S 112.41"
"12-03-09";"Rosario";"Maiz";"U$S 112.73"
"13-03-09";"Rosario";"Maiz";"U$S 110.14"
"16-03-09";"Rosario";"Maiz";"U$S 107.6"
"17-03-09";"Rosario";"Maiz";"U$S 108.28"
"18-03-09";"Rosario";"Maiz";"U$S 107.49"
"19-03-09";"Rosario";"Maiz";"U$S 110.17"
"20-03-09";"Rosario";"Maiz";"U$S 109.52"
"30-03-09";"Rosario";"Maiz";"U$S 102.18"
"31-03-09";"Rosario";"Maiz";"U$S 105.11"
"01-04-09";"Rosario";"Maiz";"U$S 106.95"
"03-04-09";"Rosario";"Maiz";"U$S 109.37"
"06-04-09";"Rosario";"Maiz";"U$S 109.01"
"07-04-09";"Rosario";"Maiz";"U$S 108.87"
"08-04-09";"Rosario";"Maiz";"U$S 107.42"
"13-04-09";"Rosario";"Maiz";"U$S 103.8"
"14-04-09";"Rosario";"Maiz";"U$S 107.4"
"15-04-09";"Rosario";"Maiz";"U$S 106.06"
"16-04-09";"Rosario";"Maiz";"U$S 104.65"
"17-04-09";"Rosario";"Maiz";"U$S 103.15"
"20-04-09";"Rosario";"Maiz";"U$S 96.88"
"21-04-09";"Rosario";"Maiz";"U$S 104.96"
"22-04-09";"Rosario";"Maiz";"U$S 102.81"
"23-04-09";"Rosario";"Maiz";"U$S 102.52"
"24-04-09";"Rosario";"Maiz";"U$S 102.52"
"27-04-09";"Rosario";"Maiz";"U$S 97.89"
"28-04-09";"Rosario";"Maiz";"U$S 99.57"
"29-04-09";"Rosario";"Maiz";"U$S 105.29"
"30-04-09";"Rosario";"Maiz";"U$S 107.57"
"04-05-09";"Rosario";"Maiz";"U$S 104.47"
"06-05-09";"Rosario";"Maiz";"U$S 102.4"
"07-05-09";"Rosario";"Maiz";"U$S 102.12"
"08-05-09";"Rosario";"Maiz";"U$S 102.12"
"11-05-09";"Rosario";"Maiz";"U$S 99.46"
"12-05-09";"Rosario";"Maiz";"U$S 99.44"
"13-05-09";"Rosario";"Maiz";"U$S 99.33"
"14-05-09";"Rosario";"Maiz";"U$S 96.59"
"15-05-09";"Rosario";"Maiz";"U$S 93.88"
"18-05-09";"Rosario";"Maiz";"U$S 93.91"
"19-05-09";"Rosario";"Maiz";"U$S 96.57"
"20-05-09";"Rosario";"Maiz";"U$S 96.46"
"21-05-09";"Rosario";"Maiz";"U$S 96.36"
"22-05-09";"Rosario";"Maiz";"U$S 99.01"
"26-05-09";"Rosario";"Maiz";"U$S 96.28"
"27-05-09";"Rosario";"Maiz";"U$S 99.01"
"28-05-09";"Rosario";"Maiz";"U$S 101.5"
"29-05-09";"Rosario";"Maiz";"U$S 104.03"
"01-06-09";"Rosario";"Maiz";"U$S 106.81"
"02-06-09";"Rosario";"Maiz";"U$S 104.19"
"03-06-09";"Rosario";"Maiz";"U$S 104.17"
"04-06-09";"Rosario";"Maiz";"U$S 106.87"
"05-06-09";"Rosario";"Maiz";"U$S 103.81"
"08-06-09";"Rosario";"Maiz";"U$S 103.75"
"09-06-09";"Rosario";"Maiz";"U$S 105.05"
"10-06-09";"Rosario";"Maiz";"U$S 108.14"
"11-06-09";"Rosario";"Maiz";"U$S 119.65"
"12-06-09";"Rosario";"Maiz";"U$S 119.55"
"16-06-09";"Rosario";"Maiz";"U$S 119.38"
"27-07-09";"Rosario";"Maiz";"U$S 110.24"
"27-10-09";"Rosario";"Maiz";"U$S 126.7"
"28-10-09";"Rosario";"Maiz";"U$S 126.18"
"29-10-09";"Rosario";"Maiz";"U$S 125.39"
"02-11-09";"Rosario";"Maiz";"U$S 124.64"
"03-11-09";"Rosario";"Maiz";"U$S 129.13"
"09-11-09";"Rosario";"Maiz";"U$S 126.05"
"16-11-09";"Rosario";"Maiz";"U$S 128.18"
"19-11-09";"Rosario";"Maiz";"U$S 131.74"
"20-11-09";"Rosario";"Maiz";"U$S 130"
"25-11-09";"Rosario";"Maiz";"U$S 125.95"
"26-11-09";"Rosario";"Maiz";"U$S 127.43"
"27-11-09";"Rosario";"Maiz";"U$S 127.59"
"02-12-09";"Rosario";"Maiz";"U$S 129.89"
"03-12-09";"Rosario";"Maiz";"U$S 128.38"
"04-12-09";"Rosario";"Maiz";"U$S 127.66"
"07-12-09";"Rosario";"Maiz";"U$S 125.39"
"09-12-09";"Rosario";"Maiz";"U$S 123.98"
"10-12-09";"Rosario";"Maiz";"U$S 128.89"
"11-12-09";"Rosario";"Maiz";"U$S 131.48"
"14-12-09";"Rosario";"Maiz";"U$S 131.2"
"15-12-09";"Rosario";"Maiz";"U$S 133.56"
"16-12-09";"Rosario";"Maiz";"U$S 133.6"
"23-12-09";"Rosario";"Maiz";"U$S 131.49"
"28-12-09";"Rosario";"Maiz";"U$S 131.35"
"04-01-10";"Rosario";"Maiz";"U$S 137.44"
"21-01-10";"Rosario";"Maiz";"U$S 128.94"
"17-02-10";"Rosario";"Maiz";"U$S 121.63"
"18-02-10";"Rosario";"Maiz";"U$S 117.68"
"19-02-10";"Rosario";"Maiz";"U$S 116.12"
"22-02-10";"Rosario";"Maiz";"U$S 115.97"
"23-02-10";"Rosario";"Maiz";"U$S 117.88"
"24-02-10";"Rosario";"Maiz";"U$S 116.84"
"25-02-10";"Rosario";"Maiz";"U$S 116.87"
"26-02-10";"Rosario";"Maiz";"U$S 118.42"
"09-06-10";"Rosario";"Maiz";"U$S 119.99"
"10-06-10";"Rosario";"Maiz";"U$S 119.93"
"11-06-10";"Rosario";"Maiz";"U$S 122.1"
"24-06-10";"Rosario";"Maiz";"U$S 122.14"
"25-06-10";"Rosario";"Maiz";"U$S 122.33"
"30-06-10";"Rosario";"Maiz";"U$S 122.16"
"01-07-10";"Rosario";"Maiz";"U$S 123.85"
"28-07-10";"Rosario";"Maiz";"U$S 127.57"
"29-07-10";"Rosario";"Maiz";"U$S 128.91"
"30-07-10";"Rosario";"Maiz";"U$S 130.71"
"02-08-10";"Rosario";"Maiz";"U$S 133.57"
"03-08-10";"Rosario";"Maiz";"U$S 130.91"
"04-08-10";"Rosario";"Maiz";"U$S 133.74"
"05-08-10";"Rosario";"Maiz";"U$S 136.28"
"06-08-10";"Rosario";"Maiz";"U$S 134.79"
"09-08-10";"Rosario";"Maiz";"U$S 134.79"
"10-08-10";"Rosario";"Maiz";"U$S 133.49"
"11-08-10";"Rosario";"Maiz";"U$S 134.72"
"12-08-10";"Rosario";"Maiz";"U$S 137.05"
"13-08-10";"Rosario";"Maiz";"U$S 137.17"
"17-08-10";"Rosario";"Maiz";"U$S 137.19"
"18-08-10";"Rosario";"Maiz";"U$S 139.68"
"19-08-10";"Rosario";"Maiz";"U$S 139.57"
"20-08-10";"Rosario";"Maiz";"U$S 139.41"
"23-08-10";"Rosario";"Maiz";"U$S 139.38"
"24-08-10";"Rosario";"Maiz";"U$S 136.07"
"25-08-10";"Rosario";"Maiz";"U$S 137.14"
"26-08-10";"Rosario";"Maiz";"U$S 138.18"
"27-08-10";"Rosario";"Maiz";"U$S 139.45"
"30-08-10";"Rosario";"Maiz";"U$S 139.24"
"29-09-10";"Rosario";"Maiz";"U$S 146.32"
"30-09-10";"Rosario";"Maiz";"U$S 138.89"
"04-10-10";"Rosario";"Maiz";"U$S 138.89"
"05-10-10";"Rosario";"Maiz";"U$S 138.96"
"06-10-10";"Rosario";"Maiz";"U$S 143.94"
"08-10-10";"Rosario";"Maiz";"U$S 151.67"
"12-10-10";"Rosario";"Maiz";"U$S 154.24"
"13-10-10";"Rosario";"Maiz";"U$S 154.35"
"14-10-10";"Rosario";"Maiz";"U$S 154.51"
"17-11-10";"Rosario";"Maiz";"U$S 167.38"
"14-12-10";"Rosario";"Maiz";"U$S 168.6"
"12-01-11";"Rosario";"Maiz";"U$S 178.57"
"13-01-11";"Rosario";"Maiz";"U$S 183.6"
"14-01-11";"Rosario";"Maiz";"U$S 181"
"19-01-11";"Rosario";"Maiz";"U$S 188.3"
"24-01-11";"Rosario";"Maiz";"U$S 190.72"
"25-01-11";"Rosario";"Maiz";"U$S 187.72"
"26-01-11";"Rosario";"Maiz";"U$S 192.96"
"27-01-11";"Rosario";"Maiz";"U$S 188.99"
"28-01-11";"Rosario";"Maiz";"U$S 187.45"
"31-01-11";"Rosario";"Maiz";"U$S 187.13"
"01-02-11";"Rosario";"Maiz";"U$S 188.58"
"02-02-11";"Rosario";"Maiz";"U$S 191.06"
"03-02-11";"Rosario";"Maiz";"U$S 191.63"
"04-02-11";"Rosario";"Maiz";"U$S 191.69"
"07-02-11";"Rosario";"Maiz";"U$S 191.52"
"08-02-11";"Rosario";"Maiz";"U$S 193.27"
"09-02-11";"Rosario";"Maiz";"U$S 197.01"
"10-02-11";"Rosario";"Maiz";"U$S 196.52"
"11-02-11";"Rosario";"Maiz";"U$S 198.91"
"14-02-11";"Rosario";"Maiz";"U$S 196.37"
"16-02-11";"Rosario";"Maiz";"U$S 188.91"
"17-02-11";"Rosario";"Maiz";"U$S 191.35"
"21-02-11";"Rosario";"Maiz";"U$S 190.17"
"22-02-11";"Rosario";"Maiz";"U$S 186.2"
"23-02-11";"Rosario";"Maiz";"U$S 189.87"
"24-02-11";"Rosario";"Maiz";"U$S 186.15"
"28-02-11";"Rosario";"Maiz";"U$S 193.55"
"01-03-11";"Rosario";"Maiz";"U$S 194.74"
"02-03-11";"Rosario";"Maiz";"U$S 195.04"
"03-03-11";"Rosario";"Maiz";"U$S 196.08"
"09-03-11";"Rosario";"Maiz";"U$S 188.45"
"16-03-11";"Rosario";"Maiz";"U$S 177.24"
"17-03-11";"Rosario";"Maiz";"U$S 178.26"
"28-03-11";"Rosario";"Maiz";"U$S 173.1"
"29-03-11";"Rosario";"Maiz";"U$S 172.97"
"30-03-11";"Rosario";"Maiz";"U$S 172.84"
"31-03-11";"Rosario";"Maiz";"U$S 182.54"
"01-04-11";"Rosario";"Maiz";"U$S 187.96"
"17-05-11";"Rosario";"Maiz";"U$S 177.97"
"18-05-11";"Rosario";"Maiz";"U$S 183.19"
"29-11-11";"Rosario";"Maiz";"U$S 123.74"
"28-12-11";"Rosario";"Maiz";"U$S 148.5"
"19-01-12";"Rosario";"Maiz";"U$S 165.47"
"27-02-13";"Rosario";"Maiz";"U$S 179.56"
"28-02-13";"Rosario";"Maiz";"U$S 180.34"
"03-05-13";"Rosario";"Maiz";"U$S 179.84"
"06-05-13";"Rosario";"Maiz";"U$S 182.41"
"07-05-13";"Rosario";"Maiz";"U$S 182.34"
"08-05-13";"Rosario";"Maiz";"U$S 181.43"
"09-05-13";"Rosario";"Maiz";"U$S 180.04"
"13-05-13";"Rosario";"Maiz";"U$S 181.54"
"14-05-13";"Rosario";"Maiz";"U$S 183.38"
"15-05-13";"Rosario";"Maiz";"U$S 184.41"
"06-06-13";"Rosario";"Maiz";"U$S 201.47"
"10-06-13";"Rosario";"Maiz";"U$S 203.58"
"11-06-13";"Rosario";"Maiz";"U$S 201.51"
"13-06-13";"Rosario";"Maiz";"U$S 201.8"
"26-06-13";"Rosario";"Maiz";"U$S 181.99"
"27-06-13";"Rosario";"Maiz";"U$S 176.68"
"28-06-13";"Rosario";"Maiz";"U$S 176.32"
"01-07-13";"Rosario";"Maiz";"U$S 172.54"
"02-07-13";"Rosario";"Maiz";"U$S 172.41"
"10-07-13";"Rosario";"Maiz";"U$S 173.66"
"12-07-13";"Rosario";"Maiz";"U$S 175.08"
"15-07-13";"Rosario";"Maiz";"U$S 175.91"
"16-07-13";"Rosario";"Maiz";"U$S 176.63"
"17-07-13";"Rosario";"Maiz";"U$S 176.47"
"18-07-13";"Rosario";"Maiz";"U$S 171.56"
"19-07-13";"Rosario";"Maiz";"U$S 168.62"
"22-07-13";"Rosario";"Maiz";"U$S 168.65"
"29-07-13";"Rosario";"Maiz";"U$S 153.96"
"30-07-13";"Rosario";"Maiz";"U$S 153.97"
"31-07-13";"Rosario";"Maiz";"U$S 153.86"
"01-08-13";"Rosario";"Maiz";"U$S 153.87"
"05-08-13";"Rosario";"Maiz";"U$S 148.89"
"06-08-13";"Rosario";"Maiz";"U$S 150.14"
"07-08-13";"Rosario";"Maiz";"U$S 150.09"
"08-08-13";"Rosario";"Maiz";"U$S 149.82"
"09-08-13";"Rosario";"Maiz";"U$S 149.77"
"12-08-13";"Rosario";"Maiz";"U$S 149.5"
"13-08-13";"Rosario";"Maiz";"U$S 149.23"
"14-08-13";"Rosario";"Maiz";"U$S 149.07"
"15-08-13";"Rosario";"Maiz";"U$S 149.13"
"16-08-13";"Rosario";"Maiz";"U$S 148.81"
"20-08-13";"Rosario";"Maiz";"U$S 148.88"
"21-08-13";"Rosario";"Maiz";"U$S 156.17"
"22-08-13";"Rosario";"Maiz";"U$S 154.08"
"23-08-13";"Rosario";"Maiz";"U$S 155.58"
"26-08-13";"Rosario";"Maiz";"U$S 158.91"
"27-08-13";"Rosario";"Maiz";"U$S 158.6"
"28-08-13";"Rosario";"Maiz";"U$S 157.52"
"29-08-13";"Rosario";"Maiz";"U$S 153.68"
"30-08-13";"Rosario";"Maiz";"U$S 149.86"
"02-09-13";"Rosario";"Maiz";"U$S 150.72"
"03-09-13";"Rosario";"Maiz";"U$S 151.14"
"04-09-13";"Rosario";"Maiz";"U$S 149.95"
"05-09-13";"Rosario";"Maiz";"U$S 148.27"
"06-09-13";"Rosario";"Maiz";"U$S 149.1"
"09-09-13";"Rosario";"Maiz";"U$S 148.84"
"10-09-13";"Rosario";"Maiz";"U$S 152.31"
"11-09-13";"Rosario";"Maiz";"U$S 153.82"
"12-09-13";"Rosario";"Maiz";"U$S 155.59"
"13-09-13";"Rosario";"Maiz";"U$S 151.97"
"16-09-13";"Rosario";"Maiz";"U$S 151.78"
"30-09-13";"Rosario";"Maiz";"U$S 146.73"
"01-10-13";"Rosario";"Maiz";"U$S 146.55"
"02-10-13";"Rosario";"Maiz";"U$S 146.48"
"03-10-13";"Rosario";"Maiz";"U$S 146.59"
